annulus_index,r_in_kpc,r_center_kpc,r_out_kpc,valid_pixel_count,expected_pixel_count,valid_area_fraction,usable,sigma_hi_raw_msun_pc2,sigma_hi_raw_std_msun_pc2,sigma_hi_raw_sem_beam_msun_pc2,n_eff_beams
173,20.825723054656944,20.885913005681964,20.946102956706984,0,9740.88247819402,0.0,0,nan,nan,nan,1.0
174,20.946102956706984,21.006292907732004,21.066482858757023,0,9797.025893053713,0.0,0,nan,nan,nan,1.0
175,21.066482858757023,21.126672809782043,21.186862760807063,0,9853.169307913407,0.0,0,nan,nan,nan,1.0
176,21.186862760807063,21.247052711832083,21.307242662857107,0,9909.31272277379,0.0,0,nan,nan,nan,1.0
177,21.307242662857107,21.367432613882126,21.427622564907143,0,9965.456137633346,0.0,0,nan,nan,nan,1.0
178,21.427622564907143,21.487812515932166,21.548002466957186,0,10021.599552493593,0.0,0,nan,nan,nan,1.0
179,21.548002466957186,21.608192417982202,21.668382369007226,0,10077.742967353011,0.0,0,nan,nan,nan,1.0
180,21.668382369007226,21.728572320032246,21.788762271057262,0,10133.886382213119,0.0,0,nan,nan,nan,1.0
181,21.788762271057262,21.848952222082286,21.909142173107305,0,10190.029797073226,0.0,0,nan,nan,nan,1.0
182,21.909142173107305,21.969332124132325,22.029522075157345,0,10246.173211932919,0.0,0,nan,nan,nan,1.0
183,22.029522075157345,22.089712026182365,22.149901977207385,0,10302.316626793028,0.0,0,nan,nan,nan,1.0
