source_id_1,source_id_2,phase1_kpc,phase2_kpc,best_min_Neff_2kms,best_h_2kms,qualifying_h_2kms,Neff_U_at_best,Neff_V_at_best
2022722274099045376,2025179884408158464,1.9749487268872292,3.675491706021214,4.186089900752919,7.0,3.0,4.186089900752919,4.3834092231265585
1873298884367855872,2165006259882192128,8.701455980597105,11.812473605287641,4.1853152376662,7.0,7.0,4.1853152376662,4.31863761326271
2022722274099045376,1861245556872133504,1.9749487268872292,5.627762113582395,4.183081763289827,10.0,3.0,4.522248680710261,4.183081763289827
4320461195449352064,2072235820984829312,-1.5660179682254343,7.258123211473825,4.1827115337573915,7.0,4.0,4.1827115337573915,4.624577530484978
2031745858613175040,1873298884367855872,4.414297908739168,8.701455980597105,4.182479718987756,7.0,5.0,4.182479718987756,4.42171171582125
2022722274099045376,2162679246615275264,1.9749487268872292,11.047321291401156,4.180929929327935,10.0,5.0,4.8719934204759765,4.180929929327935
4512885247948565376,2022722274099045376,-1.027293880191791,1.9749487268872292,4.178233588581854,10.0,2.0,4.747314932492998,4.178233588581854
4160906424545920128,1873298884367855872,-10.492719760197533,8.701455980597105,4.176405838672617,7.0,5.0,4.367954733767647,4.176405838672617
2022722274099045376,1871915630021420672,1.9749487268872292,9.334988515462278,4.175119861243074,7.0,5.0,4.182527702557412,4.175119861243074
4160906424545920128,2059995546465811968,-10.492719760197533,7.495451905728237,4.174136298202459,7.0,5.0,4.439029726028514,4.174136298202459
2031982665929461504,2072235820984829312,4.870920701590028,7.258123211473825,4.173091342276887,7.0,5.0,4.388628377926889,4.173091342276887
4320165285017783168,2031745858613175040,-1.3180151471644346,4.414297908739168,4.172905396948586,7.0,3.0,4.349272239450964,4.172905396948586
2025179884408158464,2031982665929461504,3.675491706021214,4.870920701590028,4.1726778984726565,7.0,4.0,4.2947894081433295,4.1726778984726565
